Date,Open,High,Low,Close,Volume
12-Apr-01,7.94,8.50,7.58,8.48,33863000
11-Apr-01,8.50,8.62,7.60,7.93,34059600
10-Apr-01,8.02,8.46,7.58,8.01,39460200
9-Apr-01,7.91,8.04,7.47,7.82,18265800
6-Apr-01,7.62,7.91,7.12,7.41,29292800
5-Apr-01,7.56,7.94,7.31,7.62,50188400
4-Apr-01,5.94,6.66,5.88,6.25,29777000
3-Apr-01,6.78,6.84,5.66,5.69,29501400
2-Apr-01,7.69,7.88,6.72,7.00,18622200
30-Mar-01,7.50,8.22,7.19,7.88,19254800
29-Mar-01,7.44,7.62,7.12,7.50,17505400
28-Mar-01,7.69,7.72,7.25,7.47,17849000
27-Mar-01,7.22,7.88,7.12,7.78,20864400
26-Mar-01,7.56,7.56,7.09,7.09,12026000
23-Mar-01,7.69,7.79,6.97,7.22,17826200
22-Mar-01,7.03,7.47,6.77,7.44,19932800
21-Mar-01,6.97,7.25,6.75,6.84,14862400
20-Mar-01,7.62,7.81,6.88,6.97,22718800
19-Mar-01,7.03,7.56,6.84,7.47,16358200
16-Mar-01,7.31,7.53,6.75,6.78,23270600
15-Mar-01,7.94,8.06,7.47,7.50,16005200
14-Mar-01,7.69,8.00,7.47,7.66,20933200
13-Mar-01,8.38,8.60,7.81,8.03,28634400
12-Mar-01,8.12,8.75,8.05,8.19,32150800
9-Mar-01,8.60,8.66,8.22,8.50,27771200
8-Mar-01,8.53,8.94,8.12,8.84,17651200
7-Mar-01,10.98,11.00,10.41,10.50,4330400
6-Mar-01,11.75,12.22,11.12,11.19,20417200
5-Mar-01,11.25,11.44,10.84,11.09,17326400
2-Mar-01,11.46,11.88,10.81,10.84,20844400
1-Mar-01,11.78,12.25,11.09,12.22,20636600
28-Feb-01,11.84,12.56,11.53,11.91,20347000
27-Feb-01,12.56,12.81,11.69,11.72,19750400
26-Feb-01,12.94,12.97,11.72,12.88,24135400
23-Feb-01,12.09,12.75,11.44,12.72,27763200
22-Feb-01,13.28,13.88,11.81,12.00,45599600
21-Feb-01,13.09,14.12,12.94,13.06,23149800
20-Feb-01,14.47,14.94,13.06,13.28,25692800
16-Feb-01,14.66,15.00,13.88,14.09,18747200
15-Feb-01,14.50,16.25,14.50,15.66,40349600
14-Feb-01,13.72,14.47,12.88,14.25,21947400
13-Feb-01,14.47,14.88,13.50,13.56,21489000
12-Feb-01,14.16,15.00,13.84,14.25,17874800
9-Feb-01,15.03,15.25,13.88,13.97,22625600
8-Feb-01,16.84,16.94,14.94,15.09,27698800
7-Feb-01,17.56,17.84,16.31,16.72,19326000
6-Feb-01,17.59,18.25,17.06,18.19,20455000
5-Feb-01,16.34,18.00,16.03,17.53,21662600
2-Feb-01,18.25,18.31,16.38,16.50,21518400
1-Feb-01,18.75,19.09,17.53,18.03,19546200
31-Jan-01,19.91,20.53,18.50,18.66,21968200
30-Jan-01,20.56,20.88,18.88,19.84,18374400
29-Jan-01,18.88,20.19,18.88,19.94,18653600
26-Jan-01,18.81,19.31,18.06,18.84,24129400
25-Jan-01,20.94,21.41,19.28,19.59,43414600
24-Jan-01,19.19,21.69,19.00,21.44,56567600
23-Jan-01,17.22,19.50,17.09,19.48,34213600
22-Jan-01,16.62,17.88,16.28,17.34,25277600
19-Jan-01,18.00,18.03,16.28,16.91,39913600
18-Jan-01,15.53,17.38,14.84,17.22,56658400
17-Jan-01,14.31,15.88,13.97,15.12,65379200
16-Jan-01,13.50,14.22,13.31,13.69,31324400
12-Jan-01,13.03,13.44,12.53,13.28,49200600
11-Jan-01,12.20,13.31,12.06,12.94,28858600
10-Jan-01,14.66,16.19,13.94,15.25,40922600
9-Jan-01,13.25,15.28,13.00,15.06,42579400
8-Jan-01,13.69,14.56,12.69,13.59,25337400
5-Jan-01,14.69,15.69,13.94,14.25,26569000
4-Jan-01,14.93,16.09,14.72,14.78,34738800
3-Jan-01,13.88,16.28,12.99,15.47,48994600
2-Jan-01,15.12,15.19,13.75,14.09,20769600
29-Dec-00,15.16,15.59,14.78,15.03,19916200
28-Dec-00,14.72,15.88,14.56,15.50,24054400
27-Dec-00,15.44,15.75,14.56,14.88,21537000
26-Dec-00,16.00,17.00,15.06,15.59,36426200
22-Dec-00,13.22,15.06,13.03,14.78,27684400
21-Dec-00,13.38,14.12,12.53,12.81,27340400
20-Dec-00,12.91,14.19,12.75,13.97,42524400
19-Dec-00,15.28,15.98,13.69,14.00,35308600
18-Dec-00,16.94,17.00,15.12,16.00,31257800
15-Dec-00,16.00,17.00,15.53,16.50,38256800
14-Dec-00,17.66,17.95,15.78,16.00,20282600
13-Dec-00,19.16,19.31,17.12,17.44,33330400
12-Dec-00,16.62,19.75,16.47,17.91,78862600
11-Dec-00,16.78,18.53,15.31,16.94,70199400
8-Dec-00,18.56,18.56,16.06,17.47,47510200
7-Dec-00,18.03,18.88,15.75,17.47,54330800
6-Dec-00,20.81,21.47,18.53,18.75,31740600
5-Dec-00,19.84,22.00,19.66,21.94,30181000
4-Dec-00,19.22,19.69,18.09,18.97,29786800
1-Dec-00,19.41,20.56,18.19,19.47,39873600
30-Nov-00,18.84,20.38,17.59,19.81,33270000
29-Nov-00,18.57,19.62,17.84,19.53,34539600
28-Nov-00,19.97,20.25,17.88,18.48,28948200
27-Nov-00,21.87,22.50,19.97,20.06,24437000
24-Nov-00,20.12,21.12,19.69,20.44,19336800
22-Nov-00,20.19,21.50,19.00,19.09,42864400
21-Nov-00,23.38,24.00,20.28,20.84,48623200
20-Nov-00,25.19,25.69,23.94,24.44,18252200
17-Nov-00,26.10,27.75,25.00,25.62,20900400
16-Nov-00,27.50,28.25,26.26,26.47,13372000
15-Nov-00,29.12,30.00,27.38,28.56,15860800
14-Nov-00,28.84,29.88,27.75,29.72,13708200
13-Nov-00,27.41,29.56,26.00,27.66,19063000
10-Nov-00,28.91,30.88,28.00,28.22,19020600
9-Nov-00,30.43,31.44,28.25,29.41,26409600
8-Nov-00,34.62,35.31,32.38,32.50,15676800
7-Nov-00,32.97,34.62,31.81,34.25,13696000
6-Nov-00,35.12,35.22,32.69,32.81,14043000
3-Nov-00,34.72,35.28,33.31,34.38,20104000
2-Nov-00,33.25,34.62,32.12,33.72,28625200
1-Nov-00,28.89,33.50,28.50,32.18,34087600
31-Oct-00,26.84,30.00,26.25,29.31,22268200
30-Oct-00,26.91,27.81,25.50,26.31,16734400
27-Oct-00,28.56,29.22,26.59,27.62,14311000
26-Oct-00,28.38,28.50,25.44,28.00,19127400
25-Oct-00,30.44,30.90,27.05,27.78,19784200
24-Oct-00,30.72,32.12,29.00,29.31,23143600
23-Oct-00,30.12,31.05,29.53,29.81,15545000
20-Oct-00,29.69,31.88,28.34,29.50,25359800
19-Oct-00,28.69,30.97,26.84,29.78,34007000
18-Oct-00,23.22,27.12,22.53,26.38,59414000
17-Oct-00,27.97,28.06,23.72,24.47,58197400
16-Oct-00,30.38,30.81,27.50,27.62,30480600
13-Oct-00,27.59,30.19,27.38,30.00,55413600
12-Oct-00,33.34,33.38,27.72,28.31,62874400
11-Oct-00,36.34,38.16,31.78,32.69,91610200
10-Oct-00,43.69,44.38,40.25,41.34,33473600
9-Oct-00,40.78,43.75,37.75,42.88,25689600
6-Oct-00,42.75,43.00,39.72,40.62,23000400
5-Oct-00,44.25,45.31,41.75,42.34,19313200
4-Oct-00,42.22,44.38,41.25,43.97,18418200
3-Oct-00,43.75,45.38,41.31,42.00,25442400
2-Oct-00,45.78,45.94,42.06,43.03,24584000
29-Sep-00,48.56,48.62,45.00,45.50,13082000
28-Sep-00,45.69,48.50,44.97,47.84,27045200
27-Sep-00,51.38,51.62,44.00,45.19,59450600
26-Sep-00,53.00,53.03,50.25,51.22,13958000
25-Sep-00,55.17,56.19,52.53,52.75,9882400
22-Sep-00,51.94,56.00,51.94,55.72,11779600
21-Sep-00,54.43,56.06,52.12,54.06,8378200
20-Sep-00,54.62,56.22,53.81,54.84,16790400
19-Sep-00,52.75,54.12,52.56,54.03,9476800
18-Sep-00,52.09,53.75,51.19,52.53,11473000
15-Sep-00,53.50,53.75,52.19,52.94,12513000
14-Sep-00,53.91,54.69,53.00,53.47,10917800
13-Sep-00,52.78,54.09,52.25,53.19,10951800
12-Sep-00,54.41,55.12,52.50,53.50,12738000
11-Sep-00,51.62,54.69,51.44,53.16,17358800
8-Sep-00,53.59,54.69,49.88,52.06,36390000
7-Sep-00,55.28,57.38,53.00,53.47,35078200
6-Sep-00,58.69,58.88,51.75,56.03,17055000
5-Sep-00,55.94,59.62,55.19,58.56,27326600
1-Sep-00,58.94,58.97,55.06,56.97,35032000
31-Aug-00,61.81,62.00,60.38,60.75,10744400
30-Aug-00,60.84,62.25,60.26,61.62,14808000
29-Aug-00,60.51,62.12,60.00,60.50,26814600
28-Aug-00,0.00,64.25,60.31,61.03,38750200
25-Aug-00,69.41,69.91,66.44,67.12,13657800
24-Aug-00,66.69,70.00,66.06,69.91,19240200
23-Aug-00,62.88,67.19,62.47,66.91,14434000
22-Aug-00,64.50,65.22,63.16,63.75,18329000
21-Aug-00,62.34,65.28,61.62,65.22,15564000
18-Aug-00,65.19,65.69,62.47,62.59,14240600
17-Aug-00,66.66,67.06,64.53,65.56,10628000
16-Aug-00,67.25,69.00,66.75,67.00,11008600
15-Aug-00,65.59,67.62,65.56,66.16,6567800
14-Aug-00,64.62,66.88,64.09,66.19,8041000
11-Aug-00,64.12,64.88,62.69,64.31,7373000
10-Aug-00,66.28,66.91,64.16,64.66,6740200
9-Aug-00,68.19,68.75,66.00,66.34,8057000
8-Aug-00,67.59,69.00,66.53,67.06,8842600
7-Aug-00,66.73,68.88,65.38,68.25,9310200
4-Aug-00,66.38,68.50,65.62,66.97,10467200
3-Aug-00,62.44,66.00,61.75,65.59,11915600
2-Aug-00,0.00,66.53,63.38,63.56,9106400
1-Aug-00,64.25,65.00,63.00,63.72,8529400
31-Jul-00,63.09,64.97,61.38,64.34,10742600
28-Jul-00,67.34,68.38,63.00,63.38,13792400
27-Jul-00,67.09,68.31,65.66,67.03,11698800
26-Jul-00,68.16,69.62,66.84,67.97,10051400
25-Jul-00,67.03,69.69,65.19,69.00,12450800
24-Jul-00,68.44,69.62,66.12,66.28,12451000
21-Jul-00,69.06,70.38,68.78,69.16,10376600
20-Jul-00,67.00,71.34,66.75,69.91,18885000
19-Jul-00,65.03,69.00,65.00,67.00,20505800
18-Jul-00,64.69,66.69,63.56,64.97,14551600
17-Jul-00,63.38,66.75,62.53,65.81,15144200
14-Jul-00,62.31,64.25,60.12,64.00,17747200
13-Jul-00,62.78,63.56,60.76,61.28,20016400
12-Jul-00,60.25,63.69,58.44,62.47,73589600
11-Jul-00,52.47,57.55,49.94,52.75,55683000
10-Jul-00,56.91,57.00,54.50,55.00,22554200
7-Jul-00,58.53,59.25,57.50,58.25,24904400
6-Jul-00,60.69,62.09,59.25,61.19,11504800
5-Jul-00,63.00,63.94,60.12,60.41,8330800
3-Jul-00,61.25,64.12,61.06,63.94,4585000
30-Jun-00,59.41,62.25,59.38,61.94,8179600
29-Jun-00,61.28,63.00,59.22,59.66,11963400
28-Jun-00,62.66,63.81,58.50,61.78,12764400
27-Jun-00,59.44,64.44,59.38,62.97,20031400
26-Jun-00,62.25,62.44,58.56,59.66,23296800
23-Jun-00,64.62,65.00,61.12,62.66,17932200
22-Jun-00,70.94,71.06,65.81,65.84,16443200
21-Jun-00,71.16,72.78,70.25,71.41,15574400
20-Jun-00,70.19,75.00,70.16,74.00,20439200
19-Jun-00,70.00,70.31,67.97,69.53,14355000
16-Jun-00,69.94,70.62,67.75,70.47,12098800
15-Jun-00,69.12,70.88,67.41,69.84,10296000
14-Jun-00,70.03,70.75,68.56,69.75,8527600
13-Jun-00,68.34,70.94,65.62,69.75,14635800
12-Jun-00,72.50,72.75,68.38,68.72,11438600
9-Jun-00,73.28,73.38,71.12,71.59,8561400
8-Jun-00,73.44,73.88,70.25,72.00,17233600
7-Jun-00,69.25,73.00,67.75,72.25,20392800
6-Jun-00,67.88,71.09,66.91,67.53,13709600
5-Jun-00,65.44,70.97,65.25,68.66,17753400
2-Jun-00,64.93,67.44,63.66,67.25,21598000
1-Jun-00,58.09,61.00,57.81,60.03,16346600
31-May-00,56.88,58.66,56.41,56.53,27900000
30-May-00,57.84,60.00,57.25,58.50,16865200
26-May-00,57.25,58.06,55.50,56.03,12462000
25-May-00,60.75,61.81,56.50,57.50,18413800
24-May-00,58.75,62.00,56.00,61.38,22368800
23-May-00,62.62,63.69,58.50,59.16,17637400
22-May-00,60.06,64.00,56.62,63.12,31708200
19-May-00,65.69,67.34,60.00,60.16,27545200
18-May-00,68.75,68.78,65.00,66.00,14288200
17-May-00,66.25,69.97,65.94,68.91,20705000
16-May-00,66.69,69.12,65.00,67.81,20129800
15-May-00,62.56,65.19,60.32,65.00,10930000
12-May-00,63.25,67.50,62.44,62.84,14496800
11-May-00,60.91,63.00,59.75,62.66,14599600
10-May-00,57.66,61.25,56.25,59.45,18484000
9-May-00,60.75,61.12,57.50,58.72,13440200
8-May-00,61.47,62.75,60.25,60.38,7645600
5-May-00,61.00,64.00,61.00,62.84,8255200
4-May-00,62.25,63.50,60.53,62.09,12709000
3-May-00,60.16,62.38,58.03,61.03,14155800
2-May-00,64.56,65.75,60.66,61.28,13011600
1-May-00,67.38,68.00,63.47,65.44,13936000
28-Apr-00,63.38,65.94,62.75,65.12,14629600
27-Apr-00,57.25,63.38,56.50,62.16,19756600
26-Apr-00,62.25,63.44,59.12,59.56,16416400
25-Apr-00,59.38,63.50,59.38,62.25,24702400
24-Apr-00,57.50,59.56,53.50,56.94,21407600
20-Apr-00,63.25,64.56,59.75,61.56,12803200
19-Apr-00,64.69,67.25,61.00,62.94,18012200
18-Apr-00,58.47,64.00,57.75,63.34,24525000
17-Apr-00,55.62,61.47,54.00,57.19,43557200
14-Apr-00,65.12,67.62,55.50,58.00,37551200
13-Apr-00,68.48,74.06,67.16,68.06,27574600
12-Apr-00,68.31,71.47,65.25,68.09,29238400
11-Apr-00,69.78,71.25,66.25,66.75,28629400
10-Apr-00,76.44,76.50,70.50,70.97,24447000
7-Apr-00,78.38,80.00,75.25,75.56,24179200
6-Apr-00,80.97,85.62,75.34,77.00,55403800
5-Apr-00,81.00,87.00,78.58,82.78,25125600
4-Apr-00,82.50,85.50,66.38,83.69,42118600
3-Apr-00,84.38,86.50,79.50,80.06,18613200
31-Mar-00,87.62,88.62,80.25,85.69,20936800
30-Mar-00,86.25,93.53,80.12,84.75,31333600
29-Mar-00,96.72,98.25,87.00,88.53,21121000
28-Mar-00,98.50,100.38,96.00,97.50,12468800
27-Mar-00,97.81,102.59,97.50,100.38,17113000
24-Mar-00,96.75,100.50,94.00,97.00,14476800
23-Mar-00,96.69,101.50,95.25,95.50,14296400
22-Mar-00,94.72,102.81,94.25,98.59,31009000
21-Mar-00,86.50,96.62,84.28,95.88,24110400
20-Mar-00,86.09,87.69,82.62,86.01,10018200
17-Mar-00,84.56,88.47,84.50,85.56,10857200
16-Mar-00,79.59,86.50,78.03,85.09,16773800
15-Mar-00,84.38,84.50,77.56,79.25,17399200
14-Mar-00,89.25,91.77,83.69,84.38,15352600
13-Mar-00,84.06,90.25,84.00,87.91,11770200
10-Mar-00,90.59,91.50,87.81,89.03,10274000
9-Mar-00,87.62,92.50,86.00,91.62,16932200
8-Mar-00,87.31,90.50,82.50,88.50,17041200
7-Mar-00,87.44,90.19,84.00,85.69,16875400
6-Mar-00,0.00,88.50,81.37,85.78,25286400
3-Mar-00,0.00,81.50,75.50,79.00,14658400
2-Mar-00,0.00,79.50,76.00,77.47,11587800
1-Mar-00,0.00,81.50,77.50,79.25,11414800
29-Feb-00,82.22,84.94,77.75,79.84,13325000
28-Feb-00,80.74,82.38,76.06,80.97,18216400
25-Feb-00,82.81,85.16,80.16,82.59,10891000
24-Feb-00,83.24,85.81,79.62,84.03,16139200
23-Feb-00,76.81,85.00,76.50,83.10,20693800
22-Feb-00,78.44,78.50,74.47,76.91,17372600
18-Feb-00,80.62,81.59,77.50,78.06,14109600
17-Feb-00,82.94,84.00,80.50,81.59,12155000
16-Feb-00,84.12,85.00,80.00,80.78,12654400
15-Feb-00,83.19,86.62,78.00,85.00,20950800
14-Feb-00,86.75,86.88,81.88,82.88,14785800
11-Feb-00,90.97,91.25,85.38,85.67,18363600
10-Feb-00,90.62,91.62,88.48,91.25,17638800
9-Feb-00,92.50,94.31,90.03,90.58,23377600
8-Feb-00,89.75,94.95,89.62,94.06,29394400
7-Feb-00,88.51,90.75,86.75,88.50,20362800
4-Feb-00,91.12,93.12,86.75,88.38,33513600
3-Feb-00,83.71,90.31,83.50,90.06,38269600
2-Feb-00,80.37,84.25,79.25,82.00,26315200
1-Feb-00,79.86,82.44,77.70,79.34,24280000
31-Jan-00,77.50,80.63,75.75,80.52,35192400
28-Jan-00,83.39,85.75,77.41,78.38,36062800
27-Jan-00,83.11,84.89,81.28,84.34,18854000
26-Jan-00,85.12,85.87,81.59,82.14,19005200
25-Jan-00,81.75,86.75,79.06,86.39,34204000
24-Jan-00,88.48,90.12,81.00,81.08,24584800
21-Jan-00,88.62,90.00,87.00,87.98,17235600
20-Jan-00,92.27,92.98,87.25,87.98,31053200
19-Jan-00,84.00,91.84,84.00,91.00,31178400
18-Jan-00,85.44,87.50,83.75,85.30,29931600
14-Jan-00,88.75,90.75,85.50,88.25,48364400
13-Jan-00,91.62,94.34,84.50,86.72,66177200
12-Jan-00,97.47,98.50,89.00,89.39,73117200
11-Jan-00,105.97,106.56,98.00,99.34,73602400
10-Jan-00,108.12,112.81,102.50,109.02,60253600
7-Jan-00,91.69,102.00,90.75,101.81,48030400
6-Jan-00,101.56,103.25,89.50,92.05,70193600
5-Jan-00,107.62,107.78,100.50,102.62,82305600
4-Jan-00,116.12,125.03,110.25,110.75,68586400
3-Jan-00,110.73,118.97,107.38,118.75,37622400
31-Dec-99,0.00,110.38,102.52,108.17,9596400
30-Dec-99,0.00,112.00,103.00,104.02,24712800
29-Dec-99,0.00,102.50,98.50,100.92,11502800
28-Dec-99,0.00,105.00,97.38,97.56,20270800
27-Dec-99,0.00,107.02,94.47,103.75,37666400
23-Dec-99,0.00,106.56,100.00,100.66,18048400
22-Dec-99,0.00,105.30,98.69,104.69,34162800
21-Dec-99,0.00,102.08,91.20,101.39,39118000
20-Dec-99,0.00,92.50,86.50,92.38,26767200
17-Dec-99,0.00,88.03,84.25,87.50,19075200
16-Dec-99,0.00,86.00,83.09,85.25,19467200
15-Dec-99,0.00,83.69,78.88,81.88,32454000
14-Dec-99,0.00,88.77,82.50,83.25,28241200
13-Dec-99,0.00,89.06,86.12,87.77,22458400
10-Dec-99,0.00,89.38,83.56,88.25,37631200
9-Dec-99,0.00,85.31,78.02,85.00,45045200
8-Dec-99,0.00,82.33,77.75,79.91,98638800
7-Dec-99,0.00,88.25,71.53,86.75,3375200
6-Dec-99,0.00,70.50,62.67,70.19,63416800
3-Dec-99,0.00,64.69,62.23,63.23,39089600
2-Dec-99,0.00,62.50,56.94,61.44,38755200
1-Dec-99,0.00,58.50,56.23,57.25,51776800
30-Nov-99,0.00,55.91,52.62,52.92,20534800
29-Nov-99,0.00,58.62,56.22,56.53,18530400
26-Nov-99,0.00,58.81,57.19,57.19,6598000
24-Nov-99,0.00,58.25,56.31,57.75,22427200
23-Nov-99,0.00,57.31,54.50,55.30,25955600
22-Nov-99,0.00,57.50,54.50,57.38,19906000
19-Nov-99,0.00,54.80,52.50,54.67,16618000
18-Nov-99,0.00,53.88,50.75,53.56,15112400
17-Nov-99,0.00,53.00,51.22,51.53,16022000
16-Nov-99,0.00,53.23,50.92,53.12,22676800
15-Nov-99,0.00,51.88,48.84,51.23,22707600
12-Nov-99,0.00,49.72,47.56,49.22,17418000
11-Nov-99,0.00,50.75,48.06,48.22,15418000
10-Nov-99,0.00,50.59,48.31,49.42,26452400
9-Nov-99,0.00,49.88,48.06,48.64,29299600
8-Nov-99,0.00,49.91,45.47,49.36,37839200
5-Nov-99,0.00,46.62,45.75,45.86,19020400
4-Nov-99,0.00,46.38,45.33,45.52,22243600
3-Nov-99,0.00,45.59,44.66,45.22,17892000
2-Nov-99,0.00,45.38,44.22,44.50,16212000
1-Nov-99,0.00,45.75,44.50,45.17,22136000
29-Oct-99,0.00,45.00,44.25,44.77,29416400
28-Oct-99,0.00,44.88,43.19,43.75,29114800
27-Oct-99,0.00,44.41,43.00,43.55,14534000
26-Oct-99,0.00,45.03,43.50,44.80,12201600
25-Oct-99,0.00,45.06,44.06,44.69,15003200
22-Oct-99,0.00,45.95,44.31,44.53,20509200
21-Oct-99,0.00,45.72,44.06,45.48,38491600
20-Oct-99,0.00,45.12,43.34,45.04,29566000
19-Oct-99,0.00,44.19,43.41,43.72,35864000
18-Oct-99,0.00,43.19,41.12,42.59,33723200
15-Oct-99,0.00,43.19,41.33,42.39,44574800
14-Oct-99,0.00,43.48,41.84,43.34,42182000
13-Oct-99,0.00,44.25,41.81,41.89,45434800
12-Oct-99,0.00,45.48,43.00,43.47,45610000
11-Oct-99,0.00,47.00,45.00,45.34,70550400
8-Oct-99,0.00,48.09,46.27,48.03,37376000
7-Oct-99,0.00,48.27,45.50,47.56,99967200
6-Oct-99,0.00,44.23,42.89,43.94,35936800
5-Oct-99,0.00,44.45,41.94,43.33,52059200
4-Oct-99,0.00,44.62,41.66,42.80,34307600
1-Oct-99,0.00,45.00,43.16,43.86,24649600
30-Sep-99,0.00,45.36,43.69,44.88,23177200
29-Sep-99,0.00,46.75,44.67,44.83,26706800
28-Sep-99,0.00,46.47,43.81,46.17,32782800
27-Sep-99,0.00,46.84,44.58,45.34,38249600
24-Sep-99,0.00,46.25,43.33,45.83,56198800
23-Sep-99,0.00,46.61,42.81,43.44,66149600
22-Sep-99,0.00,45.00,42.16,44.88,47303200
21-Sep-99,0.00,43.75,41.08,42.39,43447600
20-Sep-99,0.00,42.19,41.00,42.09,20119200
17-Sep-99,0.00,41.66,40.27,40.78,19749200
16-Sep-99,0.00,40.97,39.33,40.86,25107600
15-Sep-99,0.00,42.44,40.56,40.59,26733600
14-Sep-99,0.00,41.98,39.92,41.30,25118800
